ice;1;15:48;16:54;So;true
ic;1;15:55;17:19;So;true
ice;1;16:31;17:38;So;true
ic;1;16:37;18:03;So;true
ic;1;17:09;18:19;So;true
ice;1;17:48;18:54;So;true
ice;1;18:31;19:38;So;true
ic;1;18:37;20:03;So;true
ice;1;19:48;20:54;So;true
ice;1;21:07;22:21;So;true
ic;1;23:39;00:50;So;true
ice;1;04:33;05:38;Mo;true
ice;1;05:38;06:54;Mo;true
ice;1;06:31;07:38;Mo;true
ic;1;06:37;08:03;Mo;true
ice;1;07:48;08:54;Mo;true
ice;1;08:31;09:38;Mo;true
ic;1;08:37;10:03;Mo;true
ice;1;09:48;10:54;Mo;true
ice;1;10:31;11:38;Mo;true
ic;1;10:37;12:03;Mo;true
ic;1;11:08;12:19;Mo;true
ice;1;11:48;12:54;Mo;true
ic;1;12:08;13:19;Mo;true
ice;1;12:33;13:39;Mo;true
ic;1;12:37;14:03;Mo;true
ice;1;13:07;14:10;Mo;true
ice;1;13:48;14:54;Mo;true
ic;1;13:58;15:19;Mo;true
ice;1;14:31;15:38;Mo;true
ic;1;14:37;16:03;Mo;true
ic;1;15:07;16:19;Mo;true
ice;1;15:48;16:54;Mo;true
ic;1;15:55;17:19;Mo;true
ice;1;16:31;17:38;Mo;true
ic;1;16:37;18:03;Mo;true
ic;1;17:09;18:19;Mo;true
ice;1;17:48;18:54;Mo;true
ice;1;18:31;19:38;Mo;true
ic;1;18:37;20:03;Mo;true
ice;1;19:48;20:54;Mo;true
ice;1;21:07;22:21;Mo;true
ic;1;23:39;00:50;Mo;true
ice;1;04:33;05:38;Di;true
ice;1;05:38;06:54;Di;true
ice;1;06:31;07:38;Di;true
ic;1;06:37;08:03;Di;true
ice;1;07:48;08:54;Di;true
ice;1;08:31;09:38;Di;true
ic;1;08:37;10:03;Di;true
ice;1;09:48;10:54;Di;true
ice;1;10:31;11:38;Di;true
ic;1;10:37;12:03;Di;true
ic;1;11:08;12:19;Di;true
ice;1;11:48;12:54;Di;true
ic;1;12:08;13:19;Di;true
ice;1;12:33;13:39;Di;true
ic;1;12:37;14:03;Di;true
ice;1;13:07;14:10;Di;true
ice;1;13:48;14:54;Di;true
ic;1;13:58;15:19;Di;true
ice;1;14:31;15:38;Di;true
ic;1;14:37;16:03;Di;true
ic;1;15:07;16:19;Di;true
ice;1;15:48;16:54;Di;true
ic;1;15:55;17:19;Di;true
ice;1;16:31;17:38;Di;true
ic;1;16:37;18:03;Di;true
ic;1;17:09;18:19;Di;true
ice;1;17:48;18:54;Di;true
ice;1;18:31;19:38;Di;true
ic;1;18:37;20:03;Di;true
ice;1;19:48;20:54;Di;true
ice;1;21:07;22:21;Di;true
ic;1;23:39;00:50;Di;true
ice;1;04:33;05:38;Mi;true
ice;1;05:38;06:54;Mi;true
ice;1;06:31;07:38;Mi;true
ic;1;06:37;08:03;Mi;true
ice;1;07:48;08:54;Mi;true
ice;1;08:31;09:38;Mi;true
ic;1;08:37;10:03;Mi;true
ice;1;09:48;10:54;Mi;true
ice;1;10:31;11:38;Mi;true
ic;1;10:37;12:03;Mi;true
ic;1;11:08;12:19;Mi;true
ice;1;11:48;12:54;Mi;true
ic;1;12:08;13:19;Mi;true
ice;1;12:33;13:39;Mi;true
ic;1;12:37;14:03;Mi;true
ice;1;13:07;14:10;Mi;true
ice;1;13:48;14:54;Mi;true
ic;1;13:58;15:19;Mi;true
ice;1;14:31;15:38;Mi;true
ic;1;14:37;16:03;Mi;true
ic;1;15:07;16:19;Mi;true
ice;1;15:48;16:54;Mi;true
ic;1;15:55;17:19;Mi;true
ice;1;16:31;17:38;Mi;true
ic;1;16:37;18:03;Mi;true
ic;1;17:09;18:19;Mi;true
ice;1;17:48;18:54;Mi;true
ice;1;18:31;19:38;Mi;true
ic;1;18:37;20:03;Mi;true
ice;1;19:48;20:54;Mi;true
ice;1;21:07;22:21;Mi;true
ic;1;23:39;00:50;Mi;true
ice;1;04:33;05:38;Do;true
ice;1;05:38;06:54;Do;true
ice;1;06:31;07:38;Do;true
ic;1;06:37;08:03;Do;true
ice;1;07:48;08:54;Do;true
ice;1;08:31;09:38;Do;true
ic;1;08:37;10:03;Do;true
ice;1;09:48;10:54;Do;true
ice;1;10:31;11:38;Do;true
ic;1;10:37;12:03;Do;true
ic;1;11:08;12:19;Do;true
ice;1;11:48;12:54;Do;true
ic;1;12:08;13:19;Do;true
ice;1;12:33;13:39;Do;true
ic;1;12:37;14:03;Do;true
ice;1;13:07;14:10;Do;true
ice;1;13:48;14:54;Do;true
ic;1;13:58;15:19;Do;true
ice;1;14:31;15:38;Do;true
ic;1;14:37;16:03;Do;true
ic;1;15:07;16:19;Do;true
ice;1;15:48;16:54;Do;true
ic;1;15:55;17:19;Do;true
ice;1;16:31;17:38;Do;true
ic;1;16:37;18:03;Do;true
ic;1;17:09;18:19;Do;true
ice;1;17:48;18:54;Do;true
ice;1;18:31;19:38;Do;true
ic;1;18:37;20:03;Do;true
ice;1;19:48;20:54;Do;true
ice;1;21:07;22:21;Do;true
ic;1;23:39;00:50;Do;true
ice;2;06:20;07:36;Fr;true
ice;2;07:04;08:22;Fr;true
ic;2;07:55;09:19;Fr;true
ice;2;08:18;09:25;Fr;true
ice;2;09:04;10:11;Fr;true
ic;2;09:55;11:19;Fr;true
ice;2;10:18;11:25;Fr;true
ic;2;10:38;11:56;Fr;true
ice;2;11:04;12:11;Fr;true
ic;2;11:55;13:19;Fr;true
ice;2;12:18;13:25;Fr;true
ice;2;13:04;14:12;Fr;true
ic;2;13:55;15:20;Fr;true
ice;2;14:18;15:25;Fr;true
ic;2;14:38;15:53;Fr;true
ice;2;15:04;16:11;Fr;true
ic;2;15:55;17:20;Fr;true
ice;2;16:18;17:25;Fr;true
ic;2;16:38;17:53;Fr;true
ice;2;17:04;18:11;Fr;true
ic;2;17:38;18:53;Fr;true
ic;2;17:55;19:19;Fr;true
ice;2;18:18;19:25;Fr;true
ic;2;18:38;19:54;Fr;true
ice;2;19:04;20:11;Fr;true
ic;2;19:38;20:50;Fr;true
ic;2;19:55;21:19;Fr;true
ice;2;20:18;21:22;Fr;true
ic;2;20:38;21:57;Fr;true
ice;2;21:04;22:25;Fr;true
ice;2;21:38;22:52;Fr;true
ic;2;21:55;23:16;Fr;true
ice;2;22:18;23:26;Fr;true
ice;2;23:04;00:09;Fr;true
ice;2;23:18;00:35;Fr;true
ice;2;06:20;07:36;Sa;true
ice;2;07:04;08:22;Sa;true
ic;2;07:55;09:19;Sa;true
ice;2;08:18;09:25;Sa;true
ice;2;09:04;10:11;Sa;true
ic;2;09:55;11:19;Sa;true
ice;2;10:18;11:25;Sa;true
ic;2;10:38;11:56;Sa;true
ice;2;11:04;12:11;Sa;true
ic;2;11:55;13:19;Sa;true
ice;2;12:18;13:25;Sa;true
ice;2;13:04;14:12;Sa;true
ic;2;13:55;15:20;Sa;true
ice;2;14:18;15:25;Sa;true
ic;2;14:38;15:53;Sa;true
ice;2;15:04;16:11;Sa;true
ic;2;15:55;17:20;Sa;true
ice;2;16:18;17:25;Sa;true
ic;2;16:38;17:53;Sa;true
ice;2;17:04;18:11;Sa;true
ic;2;17:38;18:53;Sa;true
ic;2;17:55;19:19;Sa;true
ice;2;18:18;19:25;Sa;true
ic;2;18:38;19:54;Sa;true
ice;2;19:04;20:11;Sa;true
ic;2;19:38;20:50;Sa;true
ic;2;19:55;21:19;Sa;true
ice;2;20:18;21:22;Sa;true
ic;2;20:38;21:57;Sa;true
ice;2;21:04;22:25;Sa;true
ice;2;21:38;22:52;Sa;true
ic;2;21:55;23:16;Sa;true
ice;2;22:18;23:26;Sa;true
ice;2;23:04;00:09;Sa;true
ice;2;23:18;00:35;Sa;true
ice;2;06:20;07:36;So;true
ice;2;07:04;08:22;So;true
ic;2;07:55;09:19;So;true
ice;2;08:18;09:25;So;true
ice;2;09:04;10:11;So;true
ic;2;09:55;11:19;So;true
ice;2;10:18;11:25;So;true
ic;2;10:38;11:56;So;true
ice;2;11:04;12:11;So;true
ic;2;11:55;13:19;So;true
ice;2;12:18;13:25;So;true
ice;2;13:04;14:12;So;true
ic;2;13:55;15:20;So;true
ice;2;14:18;15:25;So;true
ic;2;14:38;15:53;So;true
ice;2;15:04;16:11;So;true
ic;2;15:55;17:20;So;true
ice;2;16:18;17:25;So;true
ic;2;16:38;17:53;So;true
ice;2;17:04;18:11;So;true
ic;2;17:38;18:53;So;true
ic;2;17:55;19:19;So;true
ice;2;18:18;19:25;So;true
ic;2;18:38;19:54;So;true
ice;2;19:04;20:11;So;true
ic;2;19:38;20:50;So;true
ic;2;19:55;21:19;So;true
ice;2;20:18;21:22;So;true
ic;2;20:38;21:57;So;true
ice;2;21:04;22:25;So;true
ice;2;21:38;22:52;So;true
ic;2;21:55;23:16;So;true
ice;2;22:18;23:26;So;true
ice;2;23:04;00:09;So;true
ice;2;23:18;00:35;So;true
ice;2;06:20;07:36;Mo;true
ice;2;07:04;08:22;Mo;true
ic;2;07:55;09:19;Mo;true
ice;2;08:18;09:25;Mo;true
ice;2;09:04;10:11;Mo;true
ic;2;09:55;11:19;Mo;true
ice;2;10:18;11:25;Mo;true
ic;2;10:38;11:56;Mo;true
ice;2;11:04;12:11;Mo;true
ic;2;11:55;13:19;Mo;true
ice;2;12:18;13:25;Mo;true
ice;2;13:04;14:12;Mo;true
ic;2;13:55;15:20;Mo;true
ice;2;14:18;15:25;Mo;true
ic;2;14:38;15:53;Mo;true
ice;2;15:04;16:11;Mo;true
ic;2;15:55;17:20;Mo;true
ice;2;16:18;17:25;Mo;true
ic;2;16:38;17:53;Mo;true
ice;2;17:04;18:11;Mo;true
ic;2;17:38;18:53;Mo;true
ic;2;17:55;19:19;Mo;true
ice;2;18:18;19:25;Mo;true
ic;2;18:38;19:54;Mo;true
ice;2;19:04;20:11;Mo;true
ic;2;19:38;20:50;Mo;true
ic;2;19:55;21:19;Mo;true
ice;2;20:18;21:22;Mo;true
ic;2;20:38;21:57;Mo;true
ice;2;21:04;22:25;Mo;true
ice;2;21:38;22:52;Mo;true
ic;2;21:55;23:16;Mo;true
ice;2;22:18;23:26;Mo;true
ice;2;23:04;00:09;Mo;true
ice;2;23:18;00:35;Mo;true
ice;2;06:20;07:36;Di;true
ice;2;07:04;08:22;Di;true
ic;2;07:55;09:19;Di;true
ice;2;08:18;09:25;Di;true
ice;2;09:04;10:11;Di;true
ic;2;09:55;11:19;Di;true
ice;2;10:18;11:25;Di;true
ic;2;10:38;11:56;Di;true
ice;2;11:04;12:11;Di;true
ic;2;11:55;13:19;Di;true
ice;2;12:18;13:25;Di;true
ice;2;13:04;14:12;Di;true
ic;2;13:55;15:20;Di;true
ice;2;14:18;15:25;Di;true
ic;2;14:38;15:53;Di;true
ice;2;15:04;16:11;Di;true
ic;2;15:55;17:20;Di;true
ice;2;16:18;17:25;Di;true
ic;2;16:38;17:53;Di;true
ice;2;17:04;18:11;Di;true
ic;2;17:38;18:53;Di;true
ic;2;17:55;19:19;Di;true
ice;2;18:18;19:25;Di;true
ic;2;18:38;19:54;Di;true
ice;2;19:04;20:11;Di;true
ic;2;19:38;20:50;Di;true
ic;2;19:55;21:19;Di;true
ice;2;20:18;21:22;Di;true
ic;2;20:38;21:57;Di;true
ice;2;21:04;22:25;Di;true
ice;2;21:38;22:52;Di;true
ic;2;21:55;23:16;Di;true
ice;2;22:18;23:26;Di;true
ice;2;23:04;00:09;Di;true
ice;2;23:18;00:35;Di;true
ice;2;06:20;07:36;Mi;true
ice;2;07:04;08:22;Mi;true
ic;2;07:55;09:19;Mi;true
ice;2;08:18;09:25;Mi;true
ice;2;09:04;10:11;Mi;true
ic;2;09:55;11:19;Mi;true
ice;2;10:18;11:25;Mi;true
ic;2;10:38;11:56;Mi;true
ice;2;11:04;12:11;Mi;true
ic;2;11:55;13:19;Mi;true
ice;2;12:18;13:25;Mi;true
ice;2;13:04;14:12;Mi;true
ic;2;13:55;15:20;Mi;true
ice;2;14:18;15:25;Mi;true
ic;2;14:38;15:53;Mi;true
ice;2;15:04;16:11;Mi;true
ic;2;15:55;17:20;Mi;true
ice;2;16:18;17:25;Mi;true
ic;2;16:38;17:53;Mi;true
ice;2;17:04;18:11;Mi;true
ic;2;17:38;18:53;Mi;true
ic;2;17:55;19:19;Mi;true
ice;2;18:18;19:25;Mi;true
ic;2;18:38;19:54;Mi;true
ice;2;19:04;20:11;Mi;true
ic;2;19:38;20:50;Mi;true
ic;2;19:55;21:19;Mi;true
ice;2;20:18;21:22;Mi;true
ic;2;20:38;21:57;Mi;true
ice;2;21:04;22:25;Mi;true
ice;2;21:38;22:52;Mi;true
ic;2;21:55;23:16;Mi;true
ice;2;22:18;23:26;Mi;true
ice;2;23:04;00:09;Mi;true
ice;2;23:18;00:35;Mi;true
ice;2;06:20;07:36;Do;true
ice;2;07:04;08:22;Do;true
ic;2;07:55;09:19;Do;true
ice;2;08:18;09:25;Do;true
ice;2;09:04;10:11;Do;true
ic;2;09:55;11:19;Do;true
ice;2;10:18;11:25;Do;true
ic;2;10:38;11:56;Do;true
ice;2;11:04;12:11;Do;true
ic;2;11:55;13:19;Do;true
ice;2;12:18;13:25;Do;true
ice;2;13:04;14:12;Do;true
ic;2;13:55;15:20;Do;true
ice;2;14:18;15:25;Do;true
ic;2;14:38;15:53;Do;true
ice;2;15:04;16:11;Do;true
ic;2;15:55;17:20;Do;true
ice;2;16:18;17:25;Do;true
ic;2;16:38;17:53;Do;true
ice;2;17:04;18:11;Do;true
ic;2;17:38;18:53;Do;true
ic;2;17:55;19:19;Do;true
ice;2;18:18;19:25;Do;true
ic;2;18:38;19:54;Do;true
ice;2;19:04;20:11;Do;true
ic;2;19:38;20:50;Do;true
ic;2;19:55;21:19;Do;true
ice;2;20:18;21:22;Do;true
ic;2;20:38;21:57;Do;true
ice;2;21:04;22:25;Do;true
ice;2;21:38;22:52;Do;true
ic;2;21:55;23:16;Do;true
ice;2;22:18;23:26;Do;true
ice;2;23:04;00:09;Do;true
ice;2;23:18;00:35;Do;true
